FID,ID_ROTA_CICLOVIARIA,ID_TRECHO,NOME_LOGRAD,ANO_MES_IMPLANTACAO,TIPO_ROTA_CICLOVIARIA,POSICIONAMENTO,EXTENSAO_CICLOVIA,SITUACAO_ROTA,SENTIDO_CIRCULACAO,LARGURA_MIN,TIPO_SEGREGADOR,GEOMETRIA
ROTA_CICLOVIARIA.16133,16133,32448,AVE PRESIDENTE TANCREDO NEVES,DEZ/17,CICLOVIA,CENTRAL,192.36336989,IMPLANTADA,UNIDIRECIONAL,1.5,MEIO FIO,"MULTILINESTRING ((605498.51107837 7801857.20557509, 605499.945855277 7801894.70794159, 605497.447364456 7801933.05013715, 605490.224004853 7801970.13258912, 605460.522473699 7802042.93776984))"
ROTA_CICLOVIARIA.16134,16134,43668,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,139.68531292,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610150.552563138 7795773.79383591, 610114.914024091 7795638.73132749))"
ROTA_CICLOVIARIA.16135,16135,32148,AVE PRESIDENTE TANCREDO NEVES,DEZ/17,CICLOVIA,CENTRAL,85.21403575,IMPLANTADA,UNIDIRECIONAL,1.5,MEIO FIO,"MULTILINESTRING ((605325.505019196 7800812.99812049, 605343.027438326 7800896.39114608))"
ROTA_CICLOVIARIA.16136,16136,32761,AVE PRESIDENTE TANCREDO NEVES,DEZ/17,CICLOVIA,CENTRAL,82.77920576,IMPLANTADA,UNIDIRECIONAL,1.5,MEIO FIO,"MULTILINESTRING ((605469.559919047 7801697.97798539, 605472.709831567 7801720.36342891, 605478.424201665 7801753.38670711, 605485.38369425 7801779.12146888))"
ROTA_CICLOVIARIA.16137,16137,34001,AVE AYRES DA MATA MACHADO,JUN/24,CICLOVIA,CANTEIRO,92.86090631,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((603904.822083928 7801832.83787246, 603979.950371568 7801778.25867938))"
ROTA_CICLOVIARIA.16138,16138,11611,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,82.46017904,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614436.41259441 7798991.35890987, 614469.074383666 7799015.3340298, 614507.598968218 7799031.92065364))"
ROTA_CICLOVIARIA.16139,16139,9695,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,72.27640009,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614227.998879829 7798810.23577695, 614290.898180119 7798845.83853012))"
ROTA_CICLOVIARIA.16140,16140,11167,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,89.95053316,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614161.957912864 7798749.41815621, 614191.882081814 7798780.75177834, 614227.998879829 7798810.23577695))"
ROTA_CICLOVIARIA.16141,16141,11612,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,87.88702606,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614375.566509351 7798927.94181823, 614407.54389353 7798961.55497637, 614436.41259441 7798991.35890987))"
ROTA_CICLOVIARIA.16142,16142,9630,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,61.09139881,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614034.592601868 7798529.81285623, 614045.444132962 7798570.22463053, 614052.873638672 7798587.98101627))"
ROTA_CICLOVIARIA.16143,16143,35073,AVE PROFESSOR CLOVIS SALGADO,2014/03,CICLOVIA,CENTRAL,34.15591062,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((603368.040533465 7802372.02078594, 603361.25420361 7802364.38234073, 603345.100594634 7802346.71593667))"
ROTA_CICLOVIARIA.16144,16144,34000,AVE AYRES DA MATA MACHADO,JUN/24,CICLOVIA,CANTEIRO,91.02258089,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((603831.532629453 7801886.81718418, 603904.822083928 7801832.83787246))"
ROTA_CICLOVIARIA.16145,16145,64924,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,23.29396104,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614052.873638672 7798587.98101627, 614062.941814557 7798608.98674061))"
ROTA_CICLOVIARIA.16146,16146,7172,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,91.85574173,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614030.519154785 7798438.27148921, 614029.463686716 7798486.53166599, 614034.592601868 7798529.81285623))"
ROTA_CICLOVIARIA.16147,16147,29807,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,99.56276647,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((606414.00594133 7793541.2182702, 606397.506006893 7793523.34190887, 606365.182297254 7793505.57552517, 606331.935053053 7793486.45941619))"
ROTA_CICLOVIARIA.16148,16148,54838,AVE TERESA CRISTINA,JUL/21,CICLOFAIXA,DIREITA,117.60621481,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606419.580132075 7796121.04315432, 606402.140171388 7796045.85845795, 606396.236146872 7796005.86659816))"
ROTA_CICLOVIARIA.16149,16149,28836,AVE PRESIDENTE JUSCELINO KUBITSCHEK,MAI/22,CICLOFAIXA,DIREITA,24.31695109,IMPLANTADA,BIDIRECIONAL,1.8,TACHÃO,"MULTILINESTRING ((607670.042735239 7796786.49751003, 607648.166390252 7796775.87961756))"
ROTA_CICLOVIARIA.16151,16151,25856,AVE PRESIDENTE JUSCELINO KUBITSCHEK,MAI/22,CICLOFAIXA,DIREITA,467.05615184,IMPLANTADA,BIDIRECIONAL,1.8,TACHÃO,"MULTILINESTRING ((606923.104368163 7796603.07503813, 606842.196684443 7796602.80403414, 606577.643829312 7796611.7023075, 606529.916623779 7796611.16242117, 606458.449501405 7796593.09601186))"
ROTA_CICLOVIARIA.16152,16152,, ,JAN/13,CICLORRUA,VIA,0.01999593,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((604937.777174556 7804178.85301048, 604937.777174556 7804178.87300641))"
ROTA_CICLOVIARIA.16150,16150,34002,AVE AYRES DA MATA MACHADO,JUN/24,CICLOVIA,CANTEIRO,92.95006548,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((603979.950371568 7801778.25867938, 604054.54267629 7801722.79966073))"
ROTA_CICLOVIARIA.16153,16153,, ,JAN/13,CICLORRUA,VIA,0.06998575,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((605291.243536146 7804506.9062362, 605291.243536146 7804506.97622195))"
ROTA_CICLOVIARIA.16154,16154,52977,RUA ITAMAR TEIXEIRA,ABR/14,CICLOFAIXA,DIREITA,33.57675957,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((605244.662761718 7792006.50065752, 605216.066173701 7791988.90423921))"
ROTA_CICLOVIARIA.16155,16155,, ,JAN/13,CICLORRUA,VIA,257.37312376,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((605092.988701738 7804608.4355702, 605092.733080565 7804590.33925365, 605101.671575783 7804571.56307549, 605122.467595097 7804555.40636414, 605144.607687032 7804538.67976879, 605169.089598745 7804532.32106308, 605194.74242035 7804531.41124827, 605218.589402055 7804532.76097354, 605244.242223659 7804533.18088807, 605269.30959032 7804533.11090231, 605289.841742617 7804522.7330147, 605291.243536146 7804506.97622195))"
ROTA_CICLOVIARIA.16156,16156,51061,AVE PRESIDENTE JUSCELINO KUBITSCHEK,MAI/22,CICLOFAIXA,DIREITA,280.58534217,IMPLANTADA,BIDIRECIONAL,1.8,TACHÃO,"MULTILINESTRING ((607202.184968361 7796577.72019902, 607147.473791456 7796584.57880298, 607068.124031797 7796592.64716069, 606964.498506529 7796595.90649726, 606923.104368163 7796603.07503813))"
ROTA_CICLOVIARIA.16157,16157,50997,AVE PRESIDENTE JUSCELINO KUBITSCHEK,MAI/22,CICLOFAIXA,DIREITA,42.13465618,IMPLANTADA,BIDIRECIONAL,1.8,TACHÃO,"MULTILINESTRING ((606458.449501405 7796593.09601186, 606418.267282604 7796580.41853012))"
ROTA_CICLOVIARIA.16158,16158,66125,VDT VINTE E UM,MAI/22,CICLOFAIXA,DIREITA,75.28998287,IMPLANTADA,BIDIRECIONAL,1.8,TACHÃO,"MULTILINESTRING ((607417.199008526 7796554.69348886, 607422.814459075 7796555.76327603, 607451.815252667 7796570.14042243, 607464.934462954 7796576.59914047, 607481.673619731 7796591.75613402))"
ROTA_CICLOVIARIA.16159,16159,83382,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,122.22897359,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((612971.857259259 7801859.38900821, 612882.697628787 7801942.99811226))"
ROTA_CICLOVIARIA.16160,16160,59071,AVE PRESIDENTE JUSCELINO KUBITSCHEK,MAI/22,CICLOFAIXA,DIREITA,160.02135096,IMPLANTADA,BIDIRECIONAL,1.8,TACHÃO,"MULTILINESTRING ((607451.811412732 7796570.1417416, 607422.810778343 7796555.76466801, 607383.791443134 7796547.77629402, 607351.871779865 7796549.55593178, 607315.070576772 7796556.64448893, 607296.698835681 7796557.08439939))"
ROTA_CICLOVIARIA.16161,16161,78501,RUA GUSTAVO DA SILVEIRA,NOV/24,CICLOVIA,,304.725,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613765.928925923 7800296.28381602, 613782.407431404 7800354.88938281, 613795.007155474 7800392.69188872, 613811.622629724 7800445.38144352, 613823.636896704 7800490.05258821, 613826.976487623 7800529.37479432, 613820.760073001 7800592.09771035))"
ROTA_CICLOVIARIA.16105,16105,718,AVE MANOEL SALLES BARBOSA,FEV/16,CICLOFAIXA,CENTRAL,88.1037319,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((603763.97299318 7788580.44802059, 603760.534476109 7788564.931179, 603754.795368479 7788530.22824268, 603748.891343964 7788493.66568488))"
ROTA_CICLOVIARIA.16106,16106,4982,RUA ITAPETININGA,FEV/16,CICLOFAIXA,DIREITO,38.28164547,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((603821.240381817 7788063.42325948, 603857.835438801 7788074.66097208))"
ROTA_CICLOVIARIA.16107,16107,54437,RUA JACYR JOSÉ JACINTO,NOV/24,CICLOVIA,,379.91001146,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((612489.379101713 7802262.73303115, 612482.517522488 7802277.69848957, 612397.90647464 7802411.37200916, 612385.545891733 7802443.82557898, 612331.432201419 7802605.5287787))"
ROTA_CICLOVIARIA.16104,16104,34558,AVE AYRES DA MATA MACHADO,JUN/24,CICLOVIA,CANTEIRO,22.39726412,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((603813.103069169 7801899.5446642, 603831.532629453 7801886.81718418))"
ROTA_CICLOVIARIA.16108,16108,728,RUA ERIDANO,FEV/16,CALCADA CP,DIREITA,125.9672673,IMPLANTADA,BIDIRECIONAL,3,SOBRE CALÇADA,"MULTILINESTRING ((603884.007748597 7788618.65024464, 603763.97299318 7788580.44802059))"
ROTA_CICLOVIARIA.16109,16109,32372,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,387.2173283,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((604751.882860748 7805303.98399333, 604775.622646476 7805320.98053373, 604787.521399795 7805324.17988252, 604806.338416478 7805325.84954266, 604931.988591859 7805265.4918283, 605046.160551981 7805207.76357872, 605085.303574855 7805195.57605945, 605103.766020234 7805194.77622226))"
ROTA_CICLOVIARIA.16110,16110,34505,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,298.61269108,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((606351.947717158 7804369.31424265, 606348.360774889 7804376.40279979, 606343.90801897 7804382.62153399, 606335.018998818 7804403.05737433, 606329.947804578 7804417.02453136, 606328.80163222 7804431.51158256, 606328.801632219 7804467.05434793, 606326.971054786 7804491.33940478, 606318.1315097 7804515.94439651, 606307.362437051 7804538.28984815, 606291.472695093 7804556.83607312, 606213.730875069 7804613.28458319))"
ROTA_CICLOVIARIA.16112,16112,33651,AVE OTACILIO NEGRAO DE LIMA,AGO2022,CVIA CALCA,DIREITA SC,430.81789934,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((607212.574732173 7803369.98765268, 607175.146844913 7803457.38986221, 607129.934880639 7803560.86879937, 607037.754587254 7803682.60402052, 606993.713532869 7803737.16291522))"
ROTA_CICLOVIARIA.16113,16113,71184,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,345.65844763,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((612616.035270099 7802162.89335322, 612663.250974538 7802124.50116784, 612831.24356038 7801987.4790583, 612856.855152763 7801965.02362903, 612882.697628787 7801942.99811226))"
ROTA_CICLOVIARIA.16114,16114,32993,AVE OTACILIO NEGRAO DE LIMA,AGO2022,CVIA CALCA,DIREITA SC,198.36970805,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((607380.377663596 7803410.85933337, 607363.424207723 7803389.12375758, 607349.076438648 7803372.16720904, 607326.458087743 7803358.25004184, 607299.502422741 7803346.50243303, 607271.235668493 7803346.07252053, 607241.237286946 7803352.17127915, 607212.574732173 7803369.98765268))"
ROTA_CICLOVIARIA.16115,16115,33902,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,270.75807424,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((604931.295940938 7803697.2710351, 604867.423631022 7803960.38747851))"
ROTA_CICLOVIARIA.16186,16186,4186,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,13.1952186,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600963.890416376 7787576.07245832, 600966.900149544 7787563.22507337))"
ROTA_CICLOVIARIA.16185,16185,4187,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,22.0624677,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600979.095753259 7787514.45500038, 600984.439060363 7787493.04935743))"
ROTA_CICLOVIARIA.16187,16187,44879,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,139.84873668,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610186.751819598 7795908.87634026, 610150.552563138 7795773.79383591))"
ROTA_CICLOVIARIA.16188,16188,45482,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,50.33999685,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610373.347030171 7796636.93814538, 610362.198648683 7796587.84813751))"
ROTA_CICLOVIARIA.16189,16189,59836,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,47.19550074,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603714.514419093 7789604.91949239, 603726.528614232 7789559.27878243))"
ROTA_CICLOVIARIA.16190,16190,71527,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,40.42297606,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603704.380276453 7789644.05152718, 603714.514419093 7789604.91949239))"
ROTA_CICLOVIARIA.16191,16191,6492,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,73.7221662,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603611.944361896 7789990.62098397, 603630.703657669 7789919.32549596))"
ROTA_CICLOVIARIA.16192,16192,4566,RUA ITAPETININGA,FEV/16,CICLOFAIXA,DIREITO,56.28127383,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((603909.61934098 7788090.30778721, 603963.745062939 7788105.73464712))"
ROTA_CICLOVIARIA.16193,16193,4604,AVE MANOEL SALLES BARBOSA,FEV/16,CICLOFAIXA,CENTRAL,66.59909369,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((603735.351667628 7788312.23261506, 603740.290928362 7788279.36930429, 603742.006063976 7788262.92265196, 603742.698714898 7788246.10607492))"
ROTA_CICLOVIARIA.16194,16194,3495,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,39.88541132,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603674.711728676 7789752.94936134, 603684.862363005 7789714.37721259))"
ROTA_CICLOVIARIA.16195,16195,72407,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,85.3788129,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613308.818124469 7801541.50983404, 613293.439624858 7801557.56656574, 613276.692315093 7801573.18338698, 613247.922564344 7801601.32765829))"
ROTA_CICLOVIARIA.16196,16196,4400,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,39.69744044,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((601064.4732251 7787195.27996753, 601074.978430733 7787156.99775976))"
ROTA_CICLOVIARIA.16197,16197,4188,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,53.9050912,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600950.67232797 7787628.33182108, 600963.890416376 7787576.07245832))"
ROTA_CICLOVIARIA.16198,16198,4158,AVE SENADOR LEVINDO COELHO,JUL/15,CICLOVIA,CENTRAL,78.22186346,IMPLANTADA,BIDIRECIONAL,2.4,SOBRE CANTEIRO,"MULTILINESTRING ((600936.027708501 7789476.58561438, 600940.678364684 7789455.23995922, 600945.502183596 7789420.07711652, 600947.299777653 7789399.27135147))"
ROTA_CICLOVIARIA.16199,16199,72412,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,75.72946025,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613407.636322512 7801425.01354652, 613392.183610302 7801440.28043899, 613371.832866579 7801463.64568306, 613357.551064259 7801481.70200775))"
ROTA_CICLOVIARIA.16200,16200,4401,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,71.18310985,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((601046.497284534 7787264.15594802, 601064.4732251 7787195.27996753))"
ROTA_CICLOVIARIA.16201,16201,72410,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,77.30690891,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613357.551064259 7801481.70200775, 613336.408719484 7801510.2361997, 613322.143408852 7801528.45249182, 613308.818124469 7801541.50983404))"
ROTA_CICLOVIARIA.16227,16227,3601,AVE SENADOR LEVINDO COELHO,JUL/15,CICLOVIA,CENTRAL,68.89392968,IMPLANTADA,BIDIRECIONAL,2.4,SOBRE CANTEIRO,"MULTILINESTRING ((600984.133964124 7788898.18334648, 600980.654217831 7788829.37735174))"
ROTA_CICLOVIARIA.16228,16228,1535,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,158.17732126,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((601074.978430733 7787156.99775976, 601115.688164021 7787004.14887171))"
ROTA_CICLOVIARIA.16229,16229,703,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,238.12470335,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600877.127642695 7787927.39094846, 600898.533854487 7787861.47436559, 600906.796190472 7787834.1799213, 600913.772174745 7787813.85405857, 600919.494790688 7787787.81935786, 600926.041991058 7787758.05541622, 600931.24511881 7787728.5714176, 600936.613163446 7787697.28778529))"
ROTA_CICLOVIARIA.16111,16111,71185,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,137.66665594,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((612616.035270099 7802162.89335322, 612507.981726444 7802248.19599012))"
ROTA_CICLOVIARIA.16230,16230,55198,AVE SENADOR LEVINDO COELHO,JUL/15,CICLOVIA,CENTRAL,27.58465899,IMPLANTADA,BIDIRECIONAL,2.4,SOBRE CANTEIRO,"MULTILINESTRING ((600969.835670114 7789085.6651851, 600971.938360409 7789058.16078354))"
ROTA_CICLOVIARIA.16231,16231,76405,AVE PASTOR ANSELMO SILVESTRE,NOV/24,CICLOVIA,,79.66797963,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((613559.056059524 7801281.01516216, 613615.384210817 7801224.67577673))"
ROTA_CICLOVIARIA.16232,16232,1353,AVE SENADOR LEVINDO COELHO,JUL/15,CICLOVIA,CENTRAL,96.78553735,IMPLANTADA,BIDIRECIONAL,2.4,SOBRE CANTEIRO,"MULTILINESTRING ((600951.142341095 7789345.48230008, 600958.695534471 7789248.99194041))"
ROTA_CICLOVIARIA.16233,16233,704,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,186.37149289,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600855.523530639 7788112.23332433, 600867.298596293 7787973.81149969, 600877.127642695 7787927.39094846))"
ROTA_CICLOVIARIA.16234,16234,42483,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,29.34028158,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((609030.148469422 7808924.56703415, 609004.594597949 7808938.9840996))"
ROTA_CICLOVIARIA.16235,16235,42906,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,71.88764362,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((607746.798246576 7809845.74953012, 607689.596824695 7809889.29066745))"
ROTA_CICLOVIARIA.16236,16236,36057,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,298.59759875,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((608896.41736663 7808970.99758334, 608811.542891293 7808974.47687514, 608762.867672413 7808978.65602449, 608714.18420769 7808989.78375947, 608675.239085081 7809007.87007806, 608650.897352719 7809023.86682196, 608617.287291368 7809050.3514311))"
ROTA_CICLOVIARIA.16237,16237,38196,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,162.46422765,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((608617.287291368 7809050.3514311, 608594.990528392 7809069.8874546, 608571.671280722 7809092.27289811, 608549.292059304 7809110.45919634, 608538.102448594 7809120.24720402, 608520.852142327 7809133.3145442, 608510.586066179 7809141.70283678, 608491.266052993 7809152.00074068))"
ROTA_CICLOVIARIA.16238,16238,40518,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,59.58165153,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((607630.045337189 7809933.4816725, 607616.621102675 7809941.69000172, 607609.158613588 7809946.57900657, 607595.775608295 7809952.99770007, 607588.313119207 7809956.85691454, 607577.832651107 7809962.01586445))"
ROTA_CICLOVIARIA.16239,16239,3602,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,57.78408651,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600980.654217831 7788829.37735174, 600967.592800465 7788773.08880912))"
ROTA_CICLOVIARIA.16240,16240,42905,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,74.99815356,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((607794.962223109 7809788.69114419, 607786.798837256 7809801.008637, 607768.245687589 7809825.49365315, 607755.629545817 7809837.36123753, 607746.798246576 7809845.74953012))"
ROTA_CICLOVIARIA.16263,16263,40560,RUA AUGUSTO DOS ANJOS,MAI/15,CICLOFAIXA,DIREITO,45.0676132,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((606428.320727027 7808283.30756065, 606385.475320066 7808297.28471565))"
ROTA_CICLOVIARIA.16264,16264,40556,RUA AUGUSTO DOS ANJOS,MAI/15,CICLOFAIXA,DIREITO,79.52629723,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((606385.475320066 7808297.28471565, 606347.684615657 7808309.162298, 606308.046842127 7808313.84134559))"
ROTA_CICLOVIARIA.16265,16265,38674,RUA CRISANTO MUNIZ,2015/04,CICLOFAIXA,CENTRAL,62.92478079,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606767.934070201 7808883.79533311, 606773.161935485 7808946.50256923))"
ROTA_CICLOVIARIA.16266,16266,41001,PCA JOSE NOGUEIRA DE SA,2015/04,CFAIX+Z30,DIREITA,21.92949071,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((606774.893562787 7808531.41705868, 606773.871078094 7808534.11650922, 606773.310360682 7808535.94613681, 606772.436301187 7808538.8855385, 606772.040500661 7808541.34503787, 606771.958042218 7808544.12447213, 606771.883829619 7808546.18405291, 606771.958042218 7808547.93369677, 606771.958042217 7808549.9232918, 606772.378580277 7808552.88268942))"
ROTA_CICLOVIARIA.16267,16267,37877,RUA JOAO SAMAHA,DEZ/201,CICLOFAIXA,DIREITA,242.01016136,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((608682.602624037 7807587.69914973, 608677.514938105 7807599.12682366, 608666.729373767 7807613.73385044, 608659.736897804 7807623.90178079, 608650.221193487 7807632.16009983, 608631.165047318 7807646.75712865, 608598.148686758 7807674.70144067, 608505.770493109 7807749.94612483))"
ROTA_CICLOVIARIA.16268,16268,4102,AVE SENADOR LEVINDO COELHO,JUL/15,CICLOVIA,CENTRAL,53.92612858,IMPLANTADA,BIDIRECIONAL,2.4,SOBRE CANTEIRO,"MULTILINESTRING ((600947.299777653 7789399.27135147, 600951.142341095 7789345.48230008))"
ROTA_CICLOVIARIA.16269,16269,44665,RUA PIAUI,AGO/11,CICLOVIA,DIREITA,140.98438606,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((612574.195856142 7796723.65049534, 612538.013091371 7796587.38823113))"
ROTA_CICLOVIARIA.16270,16270,3022,AVE SENADOR LEVINDO COELHO,JUL/15,CICLOVIA,CENTRAL,103.57853416,IMPLANTADA,BIDIRECIONAL,2.4,SOBRE CANTEIRO,"MULTILINESTRING ((600884.276789699 7789566.03740673, 600905.435626163 7789535.01372151, 600917.936326116 7789514.35792593, 600930.70913893 7789488.01328831, 600936.027708501 7789476.58561438))"
