FID,ID_ROTA_CICLOVIARIA,ID_TRECHO,NOME_LOGRAD,ANO_MES_IMPLANTACAO,TIPO_ROTA_CICLOVIARIA,POSICIONAMENTO,EXTENSAO_CICLOVIA,SITUACAO_ROTA,SENTIDO_CIRCULACAO,LARGURA_MIN,TIPO_SEGREGADOR,GEOMETRIA
ROTA_CICLOVIARIA.16456,16456,44664,RUA PIAUI,AGO/11,CICLOVIA,DIREITA,141.54076858,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((612612.011298083 7796860.0427331, 612603.089294555 7796829.37897462, 612574.195856142 7796723.65049534))"
ROTA_CICLOVIARIA.16457,16457,43406,AVE BERNARDO MONTEIRO,AGO/11,CICLOVIA,CENTRAL,135.36283508,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((612015.523413401 7795712.23636574, 611985.574506918 7795605.15816121, 611977.666742238 7795582.31281132))"
ROTA_CICLOVIARIA.16458,16458,40380,RUA SEBASTIAO PATRUS DE SOUZA,ABR/15,CFAIX+Z30,DIREITA,71.91867931,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((606784.574183991 7808351.3137182, 606789.843278496 7808423.0391187))"
ROTA_CICLOVIARIA.16459,16459,38898,RUA CRISANTO MUNIZ,2015/04,CICLOFAIXA,CENTRAL,33.24989169,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606776.460273203 7808703.67199669, 606772.337351055 7808736.66528101))"
ROTA_CICLOVIARIA.16460,16460,44180,AVE BERNARDO MONTEIRO,AGO/11,CICLOVIA,CENTRAL,140.0438651,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((612087.278750465 7795984.10102849, 612052.250403895 7795848.50862793))"
ROTA_CICLOVIARIA.16286,16286,55200,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,11.89776146,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600856.216181561 7788124.11090668, 600855.523530639 7788112.23332433))"
ROTA_CICLOVIARIA.16287,16287,1760,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,72.34053818,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600848.432104544 7788213.62268682, 600852.686960201 7788141.40738604))"
ROTA_CICLOVIARIA.16288,16288,4648,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,17.08722666,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603670.184760159 7789769.42600757, 603674.711728676 7789752.94936134))"
ROTA_CICLOVIARIA.16285,16285,6026,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,26.74207266,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603735.566059581 7789521.1265482, 603742.871877627 7789495.4017844))"
ROTA_CICLOVIARIA.16289,16289,4647,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,76.7135308,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603649.834016435 7789843.39095222, 603670.184760159 7789769.42600757))"
ROTA_CICLOVIARIA.16290,16290,6025,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,39.20801443,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603726.528614232 7789559.27878243, 603735.566059581 7789521.1265482))"
ROTA_CICLOVIARIA.16292,16292,43222,AVE JOAO PINHEIRO,OUT/12,CICLOFAIXA,CENTRAL,141.4898687,IMPLANTADA,UNIDIRECIONAL,1.2,TACHÃO,"MULTILINESTRING ((611347.494583608 7796470.12210031, 611329.650576552 7796399.3964963, 611321.948957978 7796371.09225755, 611312.392024439 7796333.0599989))"
ROTA_CICLOVIARIA.16291,16291,4049,AVE OLINTO MEIRELES,FEV/16,CICLOVIA,CENTRAL,36.78711678,IMPLANTADA,UNIDIRECIONAL,1.4,SOBRE CANTEIRO,"MULTILINESTRING ((603794.845434224 7789299.76160639, 603804.517809584 7789264.26883085))"
ROTA_CICLOVIARIA.16293,16293,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,181.20554144,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((603873.726618505 7800232.24510255, 603884.734888906 7800295.01266091, 603907.831639756 7800410.1998284))"
ROTA_CICLOVIARIA.16294,16294,43221,AVE JOAO PINHEIRO,OUT/12,CICLOFAIXA,CENTRAL,138.30218537,IMPLANTADA,UNIDIRECIONAL,1.2,TACHÃO,"MULTILINESTRING ((611312.392024439 7796333.0599989, 611276.126801226 7796199.59716488))"
ROTA_CICLOVIARIA.16295,16295,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,220.37916337,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((603928.322687056 7800506.14081074, 603975.695348846 7800721.36814767))"
ROTA_CICLOVIARIA.16296,16296,621,AVE SENADOR LEVINDO COELHO,JUL/15,CICLOVIA,CENTRAL,160.44168142,IMPLANTADA,BIDIRECIONAL,2.4,SOBRE CANTEIRO,"MULTILINESTRING ((600971.938360409 7789058.16078354, 600972.5320612 7789049.96245229, 600984.133964124 7788898.18334648))"
ROTA_CICLOVIARIA.16298,16298,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,300.25822736,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((603747.754136826 7799974.56619007, 603801.616290436 7800022.40670106, 603839.580369986 7800070.08724589, 603859.890000906 7800116.00814188, 603873.726618505 7800232.24510255))"
ROTA_CICLOVIARIA.16297,16297,1020,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,237.15694394,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600984.439060363 7787493.04935743, 601046.497284534 7787264.15594802))"
ROTA_CICLOVIARIA.16299,16299,43863,AVE JOAO PINHEIRO,OUT/12,CICLOFAIXA,CENTRAL,140.76945757,IMPLANTADA,UNIDIRECIONAL,1.2,TACHÃO,"MULTILINESTRING ((611239.564727618 7796065.08454453, 611203.315996092 7795929.06223147))"
ROTA_CICLOVIARIA.16300,16300,34980,AVE OTACILIO NEGRAO DE LIMA,DEZ/03,CVIA CALCA,DIREITA CA,167.04670719,IMPLANTADA,BIDIRECIONAL,2,SOBRE A CALÇADA,"MULTILINESTRING ((604108.467876176 7804318.55457463, 604084.662123695 7804346.04897823, 604075.517482371 7804371.27384378, 604075.517482371 7804394.1391896, 604085.445478903 7804420.6337967, 604112.417635595 7804465.894584))"
ROTA_CICLOVIARIA.16301,16301,43220,AVE JOAO PINHEIRO,OUT/12,CICLOFAIXA,CENTRAL,139.39307823,IMPLANTADA,UNIDIRECIONAL,1.2,TACHÃO,"MULTILINESTRING ((611276.126801226 7796199.59716488, 611239.564727618 7796065.08454453))"
ROTA_CICLOVIARIA.16302,16302,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,179.79162042,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((603975.695348846 7800721.36814767, 604012.686431016 7800897.31327154))"
ROTA_CICLOVIARIA.16303,16303,43710,AVE ALVARES CABRAL,OUT/12,CICLOFAIXA,CENTRAL,97.19871184,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((611431.618687115 7796518.81218958, 611347.494583608 7796470.12210031))"
ROTA_CICLOVIARIA.16304,16304,35798,RUA CONCEICAO APARECIDA AUGSTEN,FEV/24,CICLOVIA,CANTEIRO,86.20136782,IMPLANTADA,BIDIRECIONAL,2.2,MEIO FIO,"MULTILINESTRING ((604082.974482126 7801579.21811356, 604097.157415896 7801613.05140614, 604103.506752705 7801629.5681318, 604118.745159466 7801657.50259332))"
ROTA_CICLOVIARIA.16305,16305,43201,RUA SAO PAULO,JUL/20,CICLOFAIXA,ESQUERDA,120.90494579,IMPLANTADA,BIDIRECIONAL,2.2,TACHÃO,"MULTILINESTRING ((610677.379555207 7796079.96151637, 610671.450793158 7796099.79747881, 610690.836773099 7796177.37168881, 610708.796221974 7796186.70978807))"
ROTA_CICLOVIARIA.16306,16306,43496,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,140.90609172,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610362.198648683 7796587.84813751, 610329.594580337 7796450.76604018))"
ROTA_CICLOVIARIA.16307,16307,43611,RUA SAO PAULO,NOV/12,CICLOFAIXA,ESQUERDO,135.47098554,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((610660.384870114 7796068.97375289, 610658.521309303 7796051.67727353, 610628.019931252 7795937.6104915))"
ROTA_CICLOVIARIA.16308,16308,23250,AVE AMINTAS JACQUES DE MORAES,2014/02,CICLOFAIXA,CENTRAL,72.14347049,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((603617.40311082 7799831.06798952, 603545.919886617 7799821.32997166))"
ROTA_CICLOVIARIA.16309,16309,44069,RUA PADRE BELCHIOR,MAR/14,CICLOVIA,AMBOS,195.08939008,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((610707.57583702 7796782.97841931, 610805.701384141 7796614.36274055))"
ROTA_CICLOVIARIA.16310,16310,29813,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,162.75401184,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((606428.493889759 7793692.33751031, 606438.570311488 7793671.68171473, 606445.422608097 7793645.15711374, 606446.337896815 7793617.26279154, 606443.138509228 7793597.14688609, 606438.570311488 7793580.69023578, 606425.756269452 7793553.7057284, 606414.00594133 7793541.2182702))"
ROTA_CICLOVIARIA.16311,16311,2455,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,19.81696677,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((601115.688164021 7787004.14887171, 601121.996234908 7786985.36269558))"
ROTA_CICLOVIARIA.16312,16312,43495,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,140.11284933,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610329.594580337 7796450.76604018, 610294.368333504 7796315.15364369))"
ROTA_CICLOVIARIA.16313,16313,43494,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,140.20168454,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610258.259781332 7796180.10113324, 610222.002803962 7796044.66870011))"
ROTA_CICLOVIARIA.16314,16314,43691,RUA PADRE BELCHIOR,MAR/14,CICLOVIA,AMBOS,99.95312586,IMPLANTADA,BIDIRECIONAL,2.5,SOBRE A CALÇADA,"MULTILINESTRING ((610657.878133448 7796869.70076723, 610707.57583702 7796782.97841931))"
ROTA_CICLOVIARIA.16315,16315,43166,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,139.79630939,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610294.368333504 7796315.15364369, 610258.259781332 7796180.10113324))"
ROTA_CICLOVIARIA.16316,16316,45741,AVE ALVARES CABRAL,NOV/12,CALCADA CP,CENTRAL,20.23734834,IMPLANTADA,BIDIRECIONAL,3,SOBRE CALÇADA,"MULTILINESTRING ((610677.379555207 7796079.96151637, 610660.384870114 7796068.97375289))"
ROTA_CICLOVIARIA.16317,16317,43925,AVE OLEGARIO MACIEL,JUL/20,CICLOFAIXA,CENTRAL,141.17590239,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610508.290272075 7797128.05817933, 610472.800158225 7796991.41599245))"
ROTA_CICLOVIARIA.16318,16318,43684,AVE PARANA,MAR/14,CICLOVIA,AMBOS,139.69737641,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((610691.554161553 7797078.90818367, 610655.15700483 7796944.03563658))"
ROTA_CICLOVIARIA.16319,16319,44980,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,140.29325321,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610222.002803962 7796044.66870011, 610186.751819598 7795908.87634026))"
ROTA_CICLOVIARIA.16320,16320,47483,AVE ALVARES CABRAL,NOV/12,CALCADA CP,CENTRAL,77.6027563,IMPLANTADA,BIDIRECIONAL,3,SOBRE CALÇADA,"MULTILINESTRING ((610815.579905607 7796161.95482687, 610748.466978883 7796122.99275748))"
ROTA_CICLOVIARIA.16321,16321,47482,AVE ALVARES CABRAL,NOV/12,CALCADA CP,CENTRAL,24.87114068,IMPLANTADA,BIDIRECIONAL,3,SOBRE CALÇADA,"MULTILINESTRING ((610837.299459483 7796174.07236038, 610815.579905607 7796161.95482687))"
ROTA_CICLOVIARIA.16322,16322,11527,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,89.68622275,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614312.601242307 7798864.07481817, 614375.566509351 7798927.94181823))"
ROTA_CICLOVIARIA.16323,16323,9979,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,41.72207346,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614507.598968218 7799031.92065364, 614529.912222882 7799035.38994748, 614548.811698009 7799032.3605641))"
ROTA_CICLOVIARIA.16324,16324,11528,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,28.34757679,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614290.898180119 7798845.83853012, 614312.601242307 7798864.07481817))"
ROTA_CICLOVIARIA.16325,16325,7095,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,85.24599509,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614062.941814557 7798608.98674061, 614084.356272194 7798652.5678698, 614104.113315127 7798683.48157741))"
ROTA_CICLOVIARIA.16326,16326,45742,AVE ALVARES CABRAL,NOV/12,CALCADA CP,CENTRAL,83.09698861,IMPLANTADA,BIDIRECIONAL,3,SOBRE CALÇADA,"MULTILINESTRING ((610748.466978883 7796122.99275748, 610677.379555207 7796079.96151637))"
ROTA_CICLOVIARIA.16327,16327,43695,RUA SAO PAULO,NOV/12,CICLOFAIXA,ESQUERDO,141.14005509,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((610628.019931252 7795937.6104915, 610591.309432447 7795801.32823136))"
ROTA_CICLOVIARIA.16329,16329,45819,AVE OLEGARIO MACIEL,JUL/20,CICLOFAIXA,CENTRAL,53.93965944,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610439.214834407 7796856.19351659, 610428.181894739 7796803.39426373))"
ROTA_CICLOVIARIA.16328,16328,11169,AVE DOS ANDRADAS,OUT/11,CICLOVIA,DIREITA,87.71333941,IMPLANTADA,BIDIRECIONAL,2.4,PRISMA DE CONCRETO,"MULTILINESTRING ((614104.113315127 7798683.48157741, 614161.957912864 7798749.41815621))"
ROTA_CICLOVIARIA.16330,16330,43860,AVE JOAO PINHEIRO,OUT/12,CICLOFAIXA,CENTRAL,141.67679601,IMPLANTADA,UNIDIRECIONAL,1.2,TACHÃO,"MULTILINESTRING ((611203.315996092 7795929.06223147, 611170.876844633 7795799.29864448, 611169.334871749 7795791.53022572))"
ROTA_CICLOVIARIA.16331,16331,43929,AVE PARANA,MAR/14,CICLOVIA,AMBOS,140.93559849,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((610763.73828252 7797350.15297258, 610728.050268406 7797213.81072464))"
ROTA_CICLOVIARIA.16332,16332,42151,AVE JOSE DE PATROCINIO PONTES,SET/21,CICLOVIA,DIREITO,623.33965784,IMPLANTADA,BIDIRECIONAL,2.5,MEIO FIO,"MULTILINESTRING ((614157.661827985 7792997.99884093, 614082.731840868 7792953.1479702, 613621.945815765 7792679.31370837))"
ROTA_CICLOVIARIA.16333,16333,, ,FEV/23,ZONA 30,ZONA 30,27.89270777,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((606872.598571855 7808514.46051014, 606846.574687255 7808524.49846695))"
ROTA_CICLOVIARIA.16334,16334,4427,AVE SENADOR LEVINDO COELHO,DEZ/15,CICLOVIA,CENTRAL,26.50173575,IMPLANTADA,UNIDIRECIONAL,1.2,SOBRE CANTEIRO,"MULTILINESTRING ((600936.613163446 7787697.28778529, 600939.919747009 7787670.99313749))"
ROTA_CICLOVIARIA.16335,16335,, ,FEV/23,ZONA 30,ZONA 30,26.57475613,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((606846.574687255 7808524.49846695, 606822.498925535 7808535.74903853))"
ROTA_CICLOVIARIA.16336,16336,42188,AVE PARANA,MAR/14,CICLOVIA,AMBOS,139.82454244,IMPLANTADA,UNIDIRECIONAL,1.5,PRISMA DE CONCRETO,"MULTILINESTRING ((610797.958536348 7797485.72537721, 610763.73828252 7797350.15297258))"
ROTA_CICLOVIARIA.16337,16337,43846,AVE OLEGARIO MACIEL,JUL/20,CICLOFAIXA,CENTRAL,139.33087222,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610472.800158225 7796991.41599245, 610439.214834407 7796856.19351659))"
ROTA_CICLOVIARIA.16338,16338,43527,RUA RIO DE JANEIRO,NOV/12,CICLOFAIXA,DIREITA,140.13706033,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((610940.504446692 7796577.59022548, 610905.33592077 7796441.93783713))"
ROTA_CICLOVIARIA.16339,16339,43108,RUA RIO DE JANEIRO,NOV/12,CICLOFAIXA,DIREITA,136.79308921,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((610869.639660812 7796306.98530632, 610844.803177793 7796206.32579528, 610837.299459483 7796174.07236038))"
ROTA_CICLOVIARIA.16340,16340,21594,AVE AMINTAS JACQUES DE MORAES,2014/02,CICLOFAIXA,CENTRAL,70.31585039,IMPLANTADA,UNIDIRECIONAL,1.5,TACHA,"MULTILINESTRING ((602667.102539086 7798882.17113472, 602712.116603098 7798828.15213012))"
ROTA_CICLOVIARIA.16341,16341,21593,AVE AMINTAS JACQUES DE MORAES,2014/02,CICLOFAIXA,CENTRAL,74.20995239,IMPLANTADA,UNIDIRECIONAL,1.5,TACHA,"MULTILINESTRING ((602763.199608511 7798770.93377676, 602783.492631324 7798745.12902923, 602804.32987986 7798709.37630661))"
ROTA_CICLOVIARIA.16342,16342,21595,AVE AMINTAS JACQUES DE MORAES,2014/02,CICLOFAIXA,CENTRAL,76.80290267,IMPLANTADA,UNIDIRECIONAL,1.5,TACHA,"MULTILINESTRING ((602712.116603098 7798828.15213012, 602740.935828912 7798798.79810506, 602763.199608511 7798770.93377676))"
ROTA_CICLOVIARIA.16343,16343,17466,AVE AMINTAS JACQUES DE MORAES,2014/02,CICLOFAIXA,CENTRAL,110.42437845,IMPLANTADA,UNIDIRECIONAL,1.5,TACHA,"MULTILINESTRING ((602616.341121601 7798976.61191157, 602622.385325469 7798943.15872087, 602631.909275631 7798921.57311456, 602643.338015825 7798908.23582933, 602667.102539086 7798882.17113472))"
ROTA_CICLOVIARIA.16344,16344,22143,AVE AMINTAS JACQUES DE MORAES,2014/02,CICLOFAIXA,CENTRAL,69.02378675,IMPLANTADA,UNIDIRECIONAL,1.5,TACHA,"MULTILINESTRING ((602672.73445074 7799078.51117027, 602636.675373634 7799040.9988058, 602626.368068264 7799027.49155516))"
ROTA_CICLOVIARIA.16345,16345,, ,SET/21,ZONA 30,ZONA 30,33.07802267,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((614094.563391094 7797576.85992867, 614108.870004044 7797547.03583758))"
ROTA_CICLOVIARIA.16346,16346,22000,AVE AMINTAS JACQUES DE MORAES,2014/02,CICLOFAIXA,CENTRAL,71.30636716,IMPLANTADA,UNIDIRECIONAL,1.5,TACHA,"MULTILINESTRING ((602804.32987986 7798709.37630661, 602833.14085983 7798644.14958331))"
ROTA_CICLOVIARIA.16347,16347,, ,SET/21,ZONA 30,ZONA 30,64.22979097,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((614147.172166144 7797598.59561285, 614108.870004044 7797547.03583758))"
ROTA_CICLOVIARIA.16348,16348,23183,AVE AMINTAS JACQUES DE MORAES,2014/02,CICLOFAIXA,CENTRAL,25.7547014,IMPLANTADA,UNIDIRECIONAL,1.5,TACHA,"MULTILINESTRING ((602760.354792229 7799220.58225212, 602751.638934808 7799196.34718509))"
ROTA_CICLOVIARIA.16349,16349,19008,AVE AMINTAS JACQUES DE MORAES,2014/02,CICLOFAIXA,CENTRAL,66.58930968,IMPLANTADA,UNIDIRECIONAL,1.5,TACHA,"MULTILINESTRING ((603001.743638149 7798305.08859819, 603037.588323304 7798248.97002097))"
ROTA_CICLOVIARIA.16350,16350,, ,SET/21,ZONA 30,ZONA 30,56.92207989,IMPLANTADA,BIDIRECIONAL,,,"MULTILINESTRING ((614094.563391094 7797576.85992867, 614147.172166144 7797598.59561285))"
ROTA_CICLOVIARIA.16351,16351,31714,AVE TERESA CRISTINA,JUL/21,CICLOFAIXA,DIREITA,15.85932294,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606402.321579962 7795925.0330516, 606405.248854687 7795909.44622425))"
ROTA_CICLOVIARIA.16352,16352,31713,AVE TERESA CRISTINA,JUL/21,CICLOFAIXA,DIREITA,63.40555821,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606405.248854687 7795909.44622425, 606416.784790858 7795847.09891486))"
ROTA_CICLOVIARIA.16353,16353,31121,AVE TERESA CRISTINA,JUL/21,CICLOFAIXA,DIREITA,58.34855151,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606416.784790858 7795847.09891486, 606428.46090638 7795789.93055132))"
ROTA_CICLOVIARIA.16354,16354,62403,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,50.63411537,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((605912.53492047 7794461.93086181, 605948.379605625 7794426.1681412))"
ROTA_CICLOVIARIA.16355,16355,64160,AVE ELISEU RESENDE,ABR/14,CICLOVIA,DIREITA,130.0645744,IMPLANTADA,BIDIRECIONAL,2.4,MEIO FIO DUPLO,"MULTILINESTRING ((605156.654865548 7792085.65454597, 605133.945810357 7792096.55232775, 605111.203771788 7792102.14119016, 605029.883255342 7792097.4221507))"
ROTA_CICLOVIARIA.16356,16356,45360,AVE OLEGARIO MACIEL,AGO/13,CICLOFAIXA,CENTRAL,78.86672831,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((610064.226819204 7795450.36966796, 610044.791364197 7795373.93522597))"
ROTA_CICLOVIARIA.16357,16357,27561,AVE TERESA CRISTINA,09/21,CVIA+CFAIX,DIREITA,134.31109822,IMPLANTADA,BIDIRECIONAL+UNIDIRECIONAL,2.5,PASSEIO,"MULTILINESTRING ((605922.965913505 7793124.21315037, 605884.004299207 7793134.56104408, 605855.671578206 7793141.35966025, 605834.520987587 7793140.98973554, 605807.71374778 7793137.59042746, 605791.791022445 7793132.60144296))"
ROTA_CICLOVIARIA.16358,16358,64176,AVE ELISEU RESENDE,ABR/14,CICLOVIA,DIREITA,317.2048477,IMPLANTADA,BIDIRECIONAL,2.4,MEIO FIO DUPLO,"MULTILINESTRING ((605029.883255342 7792097.4221507, 604999.010814297 7792096.09242136, 604979.212542143 7792097.52213036, 604965.087410864 7792102.98101922, 604945.594234949 7792115.63844283, 604930.842419503 7792138.67375405, 604921.582336358 7792161.09918942, 604918.448915525 7792185.30426255, 604922.588329363 7792210.47913828, 604925.391916423 7792234.44426025, 604918.028377467 7792265.90785592, 604904.686601396 7792290.86277643, 604875.916850648 7792321.17660614))"
ROTA_CICLOVIARIA.16359,16359,34137,AVE PRESIDENTE TANCREDO NEVES,DEZ/17,CICLOVIA,CENTRAL,321.40680114,IMPLANTADA,UNIDIRECIONAL,1.5,MEIO FIO,"MULTILINESTRING ((605381.593252097 7802161.56362389, 605253.741436289 7802355.55413768, 605226.983671549 7802383.34848022, 605209.321073067 7802396.85573086, 605187.61801088 7802414.95204741))"
ROTA_CICLOVIARIA.16360,16360,21359,AVE JOAO XXIII,2012/07,CICLOFAIXA,CENTRAL,81.19790792,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((604225.674307 7799459.31365903, 604303.85315677 7799437.37812394))"
ROTA_CICLOVIARIA.16361,16361,34399,AVE PRESIDENTE TANCREDO NEVES,DEZ/17,CICLOVIA,CENTRAL,79.19384373,IMPLANTADA,UNIDIRECIONAL,1.5,MEIO FIO,"MULTILINESTRING ((605485.38369425 7801779.12146888, 605490.001367057 7801806.54588672, 605495.715737154 7801837.02968183, 605498.51107837 7801857.20557509))"
ROTA_CICLOVIARIA.16362,16362,35822,AVE PRESIDENTE TANCREDO NEVES,DEZ/17,CICLOVIA,CENTRAL,215.66445254,IMPLANTADA,UNIDIRECIONAL,1.5,MEIO FIO,"MULTILINESTRING ((605390.094717567 7801131.24334259, 605434.861406249 7801342.21040086))"
ROTA_CICLOVIARIA.16471,16471,40823,AVE ELIAS ANTONIO ISSA,2015/04,CICLOFAIXA,CENTRAL,17.55468481,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606798.460185785 7809070.53732232, 606789.109398353 7809055.68034641))"
ROTA_CICLOVIARIA.16472,16472,38906,AVE VILARINHO,DEZ/07,CVIA CANTE,CENTRAL,197.77287715,IMPLANTADA,BIDIRECIONAL,2,SOBRE CANTEIRO,"MULTILINESTRING ((608018.548291194 7809438.35245461, 607985.647372453 7809466.74667505, 607915.541204249 7809519.52593199, 607897.820884856 7809534.10296488, 607869.859226848 7809567.57615151))"
ROTA_CICLOVIARIA.16470,16470,40381,RUA SEBASTIAO PATRUS DE SOUZA,ABR/15,CFAIX+Z30,DIREITA,71.66193647,IMPLANTADA,BIDIRECIONAL,2.4,TACHÃO,"MULTILINESTRING ((606779.008239091 7808279.86826071, 606784.574183991 7808351.3137182))"
ROTA_CICLOVIARIA.16473,16473,38672,RUA CRISANTO MUNIZ,2015/04,CICLOFAIXA,CENTRAL,54.19646938,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606766.557014204 7808829.61636108, 606767.934070201 7808883.79533311))"
ROTA_CICLOVIARIA.16474,16474,38199,RUA CRISANTO MUNIZ,2015/04,CICLOFAIXA,CENTRAL,110.62556611,IMPLANTADA,UNIDIRECIONAL,1.5,TACHÃO,"MULTILINESTRING ((606773.161935485 7808946.50256923, 606781.407779781 7809027.35611173, 606789.109398353 7809055.68034641))"
